vessel_id,vessel_name,carrier,vessel_class,cargo_volume_teu,length_m,draft_m,berth_id,cranes_allocated,carrier_reported_eta,actual_arrival_time,departure_time,arrival_speed_knots,wind_speed_knots,tidal_restriction_flag,scheduled_dwell_hours,actual_dwell_hours,delay_minutes,delay_cause,shift_id,eta_bias_hours
IMO9300944,Yang Ming ULCV 0944,Yang Ming,ULCV,19316,375.4,16.1,B-02,4,2025-05-03T04:14:58.803712+00:00,2025-05-03T05:13:10.803712+00:00,2025-05-06T11:01:10.803712+00:00,15.7,18.1,0,70.8,77.8,421,WEATHER,SHIFT_C (22:00-06:00),0.97
IMO9300945,X-Press Feeders Handymax 0945,X-Press Feeders,Handymax,2352,210.1,10.5,B-09,2,2025-01-09T19:48:56.146315+00:00,2025-01-09T20:17:08.146315+00:00,2025-01-10T23:41:08.146315+00:00,16.7,20.6,0,25.0,27.4,141,WEATHER,SHIFT_B (14:00-22:00),0.47
IMO9300946,CMA CGM Neo-Panamax 0946,CMA CGM,Neo-Panamax,14073,356.6,14.1,B-03,4,2026-05-07T05:13:08.269337+00:00,2026-05-07T06:11:20.269337+00:00,2026-05-09T18:53:20.269337+00:00,14.2,12.9,0,60.2,60.7,0,NONE,SHIFT_A (06:00-14:00),0.97
IMO9300947,Evergreen Neo-Panamax 0947,Evergreen,Neo-Panamax,10913,364.9,14.1,B-01,4,2025-07-26T13:03:13.601234+00:00,2025-07-26T16:13:25.601234+00:00,2025-07-28T20:49:25.601234+00:00,13.0,16.5,0,52.3,52.6,0,NONE,SHIFT_B (14:00-22:00),3.17
IMO9300948,CMA CGM Feeder 0948,CMA CGM,Feeder,2158,172.7,9.3,B-09,2,2025-01-13T00:26:35.529828+00:00,2025-01-13T00:33:47.529828+00:00,2025-01-13T20:33:47.529828+00:00,13.6,7.8,0,20.3,20.0,0,NONE,SHIFT_C (22:00-06:00),0.12
IMO9300949,ZIM Neo-Panamax 0949,ZIM,Neo-Panamax,12652,355.9,15.4,B-01,4,2025-11-03T18:40:20.427283+00:00,2025-11-03T22:25:56.427283+00:00,2025-11-05T23:43:56.427283+00:00,15.1,18.8,0,42.1,49.3,431,TIDAL_WINDOW_MISSED,SHIFT_C (22:00-06:00),3.76
IMO9300950,SITC Neo-Panamax 0950,SITC,Neo-Panamax,10101,356.8,13.9,B-02,4,2026-03-26T20:30:54.791382+00:00,2026-03-26T21:43:30.791382+00:00,2026-03-28T19:13:30.791382+00:00,11.9,3.1,0,45.5,45.5,0,NONE,SHIFT_B (14:00-22:00),1.21
IMO9300951,KMTC Panamax 0951,KMTC,Panamax,4636,233.0,11.0,B-07,3,2025-03-29T20:46:01.933276+00:00,2025-03-29T21:24:25.933276+00:00,2025-03-31T07:54:25.933276+00:00,9.6,22.5,0,31.7,34.5,165,YARD_CONGESTION,SHIFT_B (14:00-22:00),0.64
IMO9300952,PIL Handymax 0952,PIL,Handymax,2658,183.1,10.2,B-07,3,2025-02-22T18:42:19.104806+00:00,2025-02-22T21:48:19.104806+00:00,2025-02-24T12:24:19.104806+00:00,17.8,16.9,0,27.5,38.6,667,TIDAL_WINDOW_MISSED,SHIFT_B (14:00-22:00),3.1
IMO9300953,COSCO Panamax 0953,COSCO,Panamax,4426,276.5,11.2,B-05,3,2025-10-18T09:49:07.545253+00:00,2025-10-18T11:28:43.545253+00:00,2025-10-19T17:16:43.545253+00:00,14.2,17.7,0,28.3,29.8,88,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),1.66
IMO9300954,SITC Feeder 0954,SITC,Feeder,1511,163.5,7.1,B-09,2,2025-01-01T23:03:45.856236+00:00,2025-01-02T00:13:57.856236+00:00,2025-01-02T23:43:57.856236+00:00,14.2,7.8,0,17.7,23.5,351,CRANE_OUTAGE,SHIFT_C (22:00-06:00),1.17
IMO9300955,Maersk Handymax 0955,Maersk,Handymax,3442,208.5,9.7,B-07,3,2024-10-08T14:34:10.083615+00:00,2024-10-08T16:04:46.083615+00:00,2024-10-09T15:34:46.083615+00:00,16.4,16.0,0,22.9,23.5,0,NONE,SHIFT_B (14:00-22:00),1.51
IMO9300956,Hapag-Lloyd ULCV 0956,Hapag-Lloyd,ULCV,23615,392.1,16.5,B-02,4,2025-01-05T10:41:34.726744+00:00,2025-01-05T13:54:10.726744+00:00,2025-01-08T08:24:10.726744+00:00,13.9,32.0,1,67.4,66.5,0,NONE,SHIFT_A (06:00-14:00),3.21
IMO9300957,Evergreen Panamax 0957,Evergreen,Panamax,3734,271.3,10.5,B-05,3,2026-08-27T23:11:37.798277+00:00,2026-08-28T02:32:37.798277+00:00,2026-08-29T20:20:37.798277+00:00,13.2,11.9,0,35.0,41.8,410,CRANE_OUTAGE,SHIFT_C (22:00-06:00),3.35
IMO9300958,KMTC Handymax 0958,KMTC,Handymax,2703,195.3,9.7,B-07,3,2026-07-11T05:01:02.897737+00:00,2026-07-11T06:59:14.897737+00:00,2026-07-12T00:53:14.897737+00:00,13.5,12.4,0,18.6,17.9,0,NONE,SHIFT_A (06:00-14:00),1.97
IMO9300959,Yang Ming Panamax 0959,Yang Ming,Panamax,3334,244.6,11.3,B-06,3,2025-10-28T03:57:16.522177+00:00,2025-10-28T06:32:04.522177+00:00,2025-10-29T20:26:04.522177+00:00,15.3,25.3,0,36.1,37.9,108,CRANE_OUTAGE,SHIFT_A (06:00-14:00),2.58
IMO9300960,Maersk Feeder 0960,Maersk,Feeder,856,130.3,8.0,B-10,2,2025-08-08T20:12:11.719351+00:00,2025-08-08T21:58:23.719351+00:00,2025-08-09T15:22:23.719351+00:00,15.6,24.4,0,18.1,17.4,0,NONE,SHIFT_B (14:00-22:00),1.77
IMO9300961,PIL Feeder 0961,PIL,Feeder,1116,135.8,8.7,B-10,2,2025-12-22T23:14:48.015240+00:00,2025-12-23T01:44:48.015240+00:00,2025-12-24T01:56:48.015240+00:00,16.2,23.9,0,18.9,24.2,317,WEATHER,SHIFT_C (22:00-06:00),2.5
IMO9300962,MSC Feeder 0962,MSC,Feeder,2425,186.1,9.2,B-08,2,2025-02-14T09:34:18.659758+00:00,2025-02-14T10:01:54.659758+00:00,2025-02-15T06:25:54.659758+00:00,14.1,11.5,0,20.5,20.4,0,NONE,SHIFT_A (06:00-14:00),0.46
IMO9300963,OOCL Neo-Panamax 0963,OOCL,Neo-Panamax,12763,345.0,13.8,B-02,4,2024-11-19T01:12:30.254432+00:00,2024-11-19T01:33:30.254432+00:00,2024-11-21T10:15:30.254432+00:00,14.0,14.2,0,57.0,56.7,0,NONE,SHIFT_C (22:00-06:00),0.35
IMO9300964,OOCL Feeder 0964,OOCL,Feeder,1533,141.3,8.0,B-08,2,2024-11-27T16:21:17.255063+00:00,2024-11-27T18:30:17.255063+00:00,2024-11-28T14:24:17.255063+00:00,16.0,27.5,0,13.9,19.9,362,CRANE_OUTAGE,SHIFT_B (14:00-22:00),2.15
IMO9300965,CMA CGM Feeder 0965,CMA CGM,Feeder,1879,169.8,7.8,B-10,2,2025-07-31T09:47:10.320319+00:00,2025-07-31T10:15:58.320319+00:00,2025-08-01T04:45:58.320319+00:00,14.1,16.2,0,19.1,18.5,0,NONE,SHIFT_A (06:00-14:00),0.48
IMO9300966,KMTC ULCV 0966,KMTC,ULCV,22035,379.7,15.3,B-01,4,2025-09-29T17:39:46.278479+00:00,2025-09-29T19:54:10.278479+00:00,2025-10-02T20:36:10.278479+00:00,12.9,11.7,0,68.7,72.7,237,WEATHER,SHIFT_B (14:00-22:00),2.24
IMO9300967,MSC Post-Panamax 0967,MSC,Post-Panamax,7230,326.4,12.6,B-03,4,2024-12-15T07:43:51.570381+00:00,2024-12-15T10:06:03.570381+00:00,2024-12-17T08:48:03.570381+00:00,12.2,8.5,0,46.0,46.7,0,NONE,SHIFT_A (06:00-14:00),2.37
IMO9300968,PIL Handymax 0968,PIL,Handymax,3401,218.6,8.6,B-09,2,2025-04-04T19:16:28.965674+00:00,2025-04-04T21:32:04.965674+00:00,2025-04-06T02:44:04.965674+00:00,15.3,15.7,0,26.4,29.2,169,CRANE_OUTAGE,SHIFT_B (14:00-22:00),2.26
IMO9300969,Evergreen Feeder 0969,Evergreen,Feeder,949,183.5,8.8,B-10,2,2026-04-24T16:28:40.652826+00:00,2026-04-24T18:32:16.652826+00:00,2026-04-25T17:50:16.652826+00:00,17.0,2.7,0,19.8,23.3,208,CRANE_OUTAGE,SHIFT_B (14:00-22:00),2.06
IMO9300970,Yang Ming Feeder 0970,Yang Ming,Feeder,1477,169.6,9.3,B-08,2,2024-10-07T23:23:33.425828+00:00,2024-10-08T00:43:21.425828+00:00,2024-10-08T21:37:21.425828+00:00,12.1,23.2,0,21.6,20.9,0,NONE,SHIFT_C (22:00-06:00),1.33
IMO9300971,HMM Feeder 0971,HMM,Feeder,1968,182.9,8.1,B-10,2,2025-01-04T17:15:51.357599+00:00,2025-01-04T18:06:51.357599+00:00,2025-01-05T16:54:51.357599+00:00,13.6,25.3,0,18.3,22.8,272,CRANE_OUTAGE,SHIFT_B (14:00-22:00),0.85
IMO9300972,X-Press Feeders Post-Panamax 0972,X-Press Feeders,Post-Panamax,10499,313.9,14.3,B-03,4,2025-07-13T09:20:47.541204+00:00,2025-07-13T09:43:35.541204+00:00,2025-07-15T12:37:35.541204+00:00,12.3,17.9,0,50.7,50.9,0,NONE,SHIFT_A (06:00-14:00),0.38
IMO9300973,COSCO Feeder 0973,COSCO,Feeder,1800,136.9,9.3,B-08,2,2026-05-09T06:08:57.458024+00:00,2026-05-09T06:34:09.458024+00:00,2026-05-09T22:52:09.458024+00:00,18.3,10.4,0,16.3,16.3,0,NONE,SHIFT_A (06:00-14:00),0.42
IMO9300974,HMM Handymax 0974,HMM,Handymax,2413,184.3,8.8,B-06,3,2025-08-15T00:57:43.779261+00:00,2025-08-15T00:57:43.779261+00:00,2025-08-16T06:39:43.779261+00:00,18.6,15.2,0,30.5,29.7,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300975,X-Press Feeders Feeder 0975,X-Press Feeders,Feeder,2451,141.1,8.9,B-08,2,2026-03-28T05:48:50.641420+00:00,2026-03-28T06:11:38.641420+00:00,2026-03-29T02:35:38.641420+00:00,13.2,7.7,0,18.0,20.4,141,YARD_CONGESTION,SHIFT_A (06:00-14:00),0.38
IMO9300976,Wan Hai Post-Panamax 0976,Wan Hai,Post-Panamax,7751,302.2,12.5,B-03,4,2025-01-07T18:45:13.770021+00:00,2025-01-07T20:07:25.770021+00:00,2025-01-10T00:19:25.770021+00:00,15.4,10.2,0,51.0,52.2,73,YARD_CONGESTION,SHIFT_B (14:00-22:00),1.37
IMO9300977,Hapag-Lloyd Handymax 0977,Hapag-Lloyd,Handymax,2461,217.9,9.8,B-07,3,2025-06-23T21:39:35.987421+00:00,2025-06-23T21:54:35.987421+00:00,2025-06-24T16:30:35.987421+00:00,17.0,3.4,0,19.1,18.6,0,NONE,SHIFT_B (14:00-22:00),0.25
IMO9300978,Wan Hai Feeder 0978,Wan Hai,Feeder,1639,133.4,8.7,B-10,2,2025-08-29T18:32:43.947821+00:00,2025-08-29T20:51:55.947821+00:00,2025-08-30T19:15:55.947821+00:00,16.5,17.7,0,23.1,22.4,0,NONE,SHIFT_B (14:00-22:00),2.32
IMO9300979,Yang Ming Feeder 0979,Yang Ming,Feeder,919,130.4,7.0,B-09,2,2025-03-14T02:33:07.898107+00:00,2025-03-14T04:58:55.898107+00:00,2025-03-14T23:16:55.898107+00:00,15.4,17.9,0,17.7,18.3,0,NONE,SHIFT_C (22:00-06:00),2.43
IMO9300980,X-Press Feeders ULCV 0980,X-Press Feeders,ULCV,21367,375.6,15.7,B-03,4,2026-03-31T04:18:56.907703+00:00,2026-03-31T05:16:32.907703+00:00,2026-04-02T20:46:32.907703+00:00,17.0,15.0,0,62.9,63.5,0,NONE,SHIFT_C (22:00-06:00),0.96
IMO9300981,PIL Panamax 0981,PIL,Panamax,3714,235.7,10.6,B-07,3,2024-09-29T07:13:37.615784+00:00,2024-09-29T10:00:25.615784+00:00,2024-09-30T19:00:25.615784+00:00,13.3,3.1,0,32.7,33.0,0,NONE,SHIFT_A (06:00-14:00),2.78
IMO9300982,Yang Ming Panamax 0982,Yang Ming,Panamax,4445,289.1,10.3,B-05,3,2024-11-09T11:58:55.966769+00:00,2024-11-09T13:03:07.966769+00:00,2024-11-10T23:33:07.966769+00:00,12.0,13.7,0,34.8,34.5,0,NONE,SHIFT_A (06:00-14:00),1.07
IMO9300983,Wan Hai Handymax 0983,Wan Hai,Handymax,3085,206.6,8.8,B-07,3,2026-03-25T04:20:02.582168+00:00,2026-03-25T05:33:14.582168+00:00,2026-03-26T04:45:14.582168+00:00,12.2,29.5,1,23.4,23.2,0,NONE,SHIFT_C (22:00-06:00),1.22
IMO9300984,KMTC Neo-Panamax 0984,KMTC,Neo-Panamax,13218,349.7,14.1,B-01,4,2025-10-14T20:24:39.538120+00:00,2025-10-14T20:24:39.538120+00:00,2025-10-17T06:18:39.538120+00:00,10.8,16.1,0,55.4,57.9,150,PILOT_UNAVAILABLE,SHIFT_B (14:00-22:00),0.0
IMO9300985,ONE Feeder 0985,ONE,Feeder,2150,150.3,9.2,B-09,2,2024-11-12T22:09:45.531247+00:00,2024-11-12T22:09:45.531247+00:00,2024-11-13T18:15:45.531247+00:00,16.3,3.3,0,19.3,20.1,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300986,Hapag-Lloyd Post-Panamax 0986,Hapag-Lloyd,Post-Panamax,8120,332.1,13.7,B-02,4,2025-11-26T06:14:01.860388+00:00,2025-11-26T08:14:37.860388+00:00,2025-11-28T08:20:37.860388+00:00,15.1,14.6,0,44.7,48.1,206,YARD_CONGESTION,SHIFT_A (06:00-14:00),2.01
IMO9300987,MSC Panamax 0987,MSC,Panamax,3351,267.3,11.6,B-04,3,2026-09-11T22:41:38.826218+00:00,2026-09-12T01:26:38.826218+00:00,2026-09-13T05:50:38.826218+00:00,14.0,24.2,0,29.1,28.4,0,NONE,SHIFT_C (22:00-06:00),2.75
IMO9300988,CMA CGM Feeder 0988,CMA CGM,Feeder,1994,151.8,9.3,B-09,2,2025-10-11T08:34:36.770390+00:00,2025-10-11T13:03:24.770390+00:00,2025-10-12T09:09:24.770390+00:00,14.3,19.7,0,19.5,20.1,0,NONE,SHIFT_A (06:00-14:00),4.48
IMO9300989,KMTC Feeder 0989,KMTC,Feeder,1639,137.1,9.3,B-08,2,2025-08-10T01:34:11.102342+00:00,2025-08-10T01:53:59.102342+00:00,2025-08-10T22:05:59.102342+00:00,12.5,10.9,0,19.5,20.2,0,NONE,SHIFT_C (22:00-06:00),0.33
IMO9300990,COSCO Neo-Panamax 0990,COSCO,Neo-Panamax,13120,359.6,13.8,B-02,4,2025-12-19T05:25:40.869227+00:00,2025-12-19T06:35:52.869227+00:00,2025-12-21T16:47:52.869227+00:00,17.2,8.4,0,53.0,58.2,315,WEATHER,SHIFT_A (06:00-14:00),1.17
IMO9300991,Evergreen Panamax 0991,Evergreen,Panamax,5014,251.3,10.0,B-06,3,2024-12-19T23:46:38.768594+00:00,2024-12-20T03:52:38.768594+00:00,2024-12-21T13:10:38.768594+00:00,14.2,5.4,0,34.0,33.3,0,NONE,SHIFT_C (22:00-06:00),4.1
IMO9300992,ONE ULCV 0992,ONE,ULCV,15361,398.7,15.1,B-02,4,2025-07-11T11:01:03.639782+00:00,2025-07-11T13:11:51.639782+00:00,2025-07-14T01:35:51.639782+00:00,16.0,22.3,1,59.9,60.4,0,NONE,SHIFT_A (06:00-14:00),2.18
IMO9300993,HMM Feeder 0993,HMM,Feeder,848,188.9,9.3,B-09,2,2026-01-31T23:21:37.670791+00:00,2026-02-01T01:28:13.670791+00:00,2026-02-01T18:52:13.670791+00:00,16.8,19.6,0,17.9,17.4,0,NONE,SHIFT_C (22:00-06:00),2.11
IMO9300994,SITC ULCV 0994,SITC,ULCV,14514,388.4,15.2,B-01,4,2024-12-29T17:59:51.972013+00:00,2024-12-29T21:58:39.972013+00:00,2025-01-01T11:22:39.972013+00:00,13.1,27.8,1,61.6,61.4,0,NONE,SHIFT_B (14:00-22:00),3.98
IMO9300995,HMM Handymax 0995,HMM,Handymax,3049,207.9,9.3,B-09,2,2025-11-29T04:56:27.732715+00:00,2025-11-29T04:56:27.732715+00:00,2025-11-30T02:32:27.732715+00:00,18.1,20.1,0,21.0,21.6,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300996,CMA CGM Neo-Panamax 0996,CMA CGM,Neo-Panamax,14168,360.9,15.3,B-01,4,2026-09-01T15:05:31.705442+00:00,2026-09-01T16:22:55.705442+00:00,2026-09-03T23:40:55.705442+00:00,14.5,7.3,0,55.3,55.3,0,NONE,SHIFT_B (14:00-22:00),1.29
IMO9300997,CMA CGM Feeder 0997,CMA CGM,Feeder,827,181.8,7.0,B-10,2,2025-02-14T13:20:47.235577+00:00,2025-02-14T16:25:35.235577+00:00,2025-02-15T08:19:35.235577+00:00,12.7,8.0,0,15.3,15.9,0,NONE,SHIFT_B (14:00-22:00),3.08
IMO9300998,COSCO Post-Panamax 0998,COSCO,Post-Panamax,7636,330.6,12.6,B-02,4,2024-11-26T16:19:24.377948+00:00,2024-11-26T16:19:24.377948+00:00,2024-11-28T21:13:24.377948+00:00,15.6,27.8,0,53.1,52.9,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9300999,ONE Post-Panamax 0999,ONE,Post-Panamax,9124,302.5,12.7,B-05,3,2026-05-02T13:54:06.528492+00:00,2026-05-02T16:05:30.528492+00:00,2026-05-04T19:11:30.528492+00:00,11.9,15.1,0,45.1,51.1,363,CRANE_OUTAGE,SHIFT_B (14:00-22:00),2.19
IMO9301000,MSC Neo-Panamax 1000,MSC,Neo-Panamax,10651,351.5,14.5,B-01,4,2024-10-17T06:03:57.131875+00:00,2024-10-17T06:40:33.131875+00:00,2024-10-19T05:04:33.131875+00:00,16.2,10.5,0,47.2,46.4,0,NONE,SHIFT_A (06:00-14:00),0.61
IMO9301001,ONE Post-Panamax 1001,ONE,Post-Panamax,8365,309.4,13.1,B-02,4,2025-12-08T05:15:30.162434+00:00,2025-12-08T07:12:30.162434+00:00,2025-12-10T03:18:30.162434+00:00,13.2,13.5,0,44.5,44.1,0,NONE,SHIFT_A (06:00-14:00),1.95
IMO9301002,Maersk Feeder 1002,Maersk,Feeder,1315,169.3,9.4,B-09,2,2025-03-24T11:10:57.789301+00:00,2025-03-24T11:49:57.789301+00:00,2025-03-25T13:25:57.789301+00:00,16.0,5.3,0,19.3,25.6,377,CRANE_OUTAGE,SHIFT_A (06:00-14:00),0.65
IMO9301003,KMTC Post-Panamax 1003,KMTC,Post-Panamax,10153,304.0,14.0,B-01,4,2024-10-15T02:39:13.361051+00:00,2024-10-15T03:39:13.361051+00:00,2024-10-17T08:51:13.361051+00:00,13.1,21.5,0,52.5,53.2,0,NONE,SHIFT_C (22:00-06:00),1.0
IMO9301004,Wan Hai Panamax 1004,Wan Hai,Panamax,4967,251.6,11.5,B-06,3,2025-09-23T15:39:10.331426+00:00,2025-09-23T16:19:58.331426+00:00,2025-09-25T12:31:58.331426+00:00,11.9,21.3,0,44.1,44.2,0,NONE,SHIFT_B (14:00-22:00),0.68
IMO9301005,PIL Feeder 1005,PIL,Feeder,1464,154.6,9.2,B-09,2,2025-10-19T14:31:41.354964+00:00,2025-10-19T17:31:41.354964+00:00,2025-10-20T11:19:41.354964+00:00,13.3,7.7,0,18.5,17.8,0,NONE,SHIFT_B (14:00-22:00),3.0
IMO9301006,Hapag-Lloyd Handymax 1006,Hapag-Lloyd,Handymax,3355,196.0,8.5,B-07,3,2026-06-01T12:14:58.224498+00:00,2026-06-01T12:18:34.224498+00:00,2026-06-02T12:18:34.224498+00:00,14.6,29.3,1,24.5,24.0,0,NONE,SHIFT_A (06:00-14:00),0.06
IMO9301007,OOCL Feeder 1007,OOCL,Feeder,1925,153.5,7.8,B-09,2,2026-04-07T07:46:58.297524+00:00,2026-04-07T07:46:58.297524+00:00,2026-04-08T04:34:58.297524+00:00,14.7,13.9,0,19.8,20.8,60,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.0
IMO9301008,COSCO Handymax 1008,COSCO,Handymax,2976,182.7,9.3,B-08,2,2026-06-08T09:20:46.919884+00:00,2026-06-08T11:09:22.919884+00:00,2026-06-09T11:57:22.919884+00:00,13.2,15.6,0,24.1,24.8,0,NONE,SHIFT_A (06:00-14:00),1.81
IMO9301009,Wan Hai Panamax 1009,Wan Hai,Panamax,4757,264.1,11.4,B-04,3,2025-07-14T02:51:10.654688+00:00,2025-07-14T03:24:46.654688+00:00,2025-07-15T10:36:46.654688+00:00,14.2,12.7,0,31.3,31.2,0,NONE,SHIFT_C (22:00-06:00),0.56
IMO9301010,PIL Feeder 1010,PIL,Feeder,1468,155.0,7.5,B-10,2,2026-04-03T05:22:17.448735+00:00,2026-04-03T06:39:41.448735+00:00,2026-04-04T07:39:41.448735+00:00,13.0,25.0,0,23.1,25.0,116,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),1.29
IMO9301011,Wan Hai Panamax 1011,Wan Hai,Panamax,4318,268.9,11.8,B-05,3,2025-04-26T16:49:47.327624+00:00,2025-04-26T16:49:47.327624+00:00,2025-04-27T18:37:47.327624+00:00,12.4,10.2,0,25.2,25.8,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9301012,Hapag-Lloyd Handymax 1012,Hapag-Lloyd,Handymax,3005,204.9,8.7,B-09,2,2025-07-11T14:41:31.174758+00:00,2025-07-11T14:57:07.174758+00:00,2025-07-12T14:45:07.174758+00:00,15.9,25.8,0,23.4,23.8,0,NONE,SHIFT_B (14:00-22:00),0.26
IMO9301013,HMM Post-Panamax 1013,HMM,Post-Panamax,6983,335.6,13.2,B-04,3,2026-03-24T18:20:40.221874+00:00,2026-03-24T19:03:52.221874+00:00,2026-03-26T14:39:52.221874+00:00,13.3,23.2,0,44.0,43.6,0,NONE,SHIFT_B (14:00-22:00),0.72
IMO9301014,ONE ULCV 1014,ONE,ULCV,23790,394.0,15.8,B-03,4,2026-06-23T13:58:00.113909+00:00,2026-06-23T15:29:12.113909+00:00,2026-06-26T18:23:12.113909+00:00,15.6,20.4,0,74.5,74.9,0,NONE,SHIFT_B (14:00-22:00),1.52
IMO9301015,Maersk Panamax 1015,Maersk,Panamax,4212,240.9,10.4,B-04,3,2026-08-28T10:41:59.466919+00:00,2026-08-28T11:14:23.466919+00:00,2026-08-29T20:44:23.466919+00:00,13.0,12.6,0,33.8,33.5,0,NONE,SHIFT_A (06:00-14:00),0.54
IMO9301016,SITC Feeder 1016,SITC,Feeder,1360,175.5,7.3,B-09,2,2026-03-03T15:17:23.405165+00:00,2026-03-03T15:17:23.405165+00:00,2026-03-04T10:53:23.405165+00:00,13.5,19.7,0,18.9,19.6,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9301017,Wan Hai Feeder 1017,Wan Hai,Feeder,1445,163.2,7.9,B-10,2,2025-12-22T08:23:00.095880+00:00,2025-12-22T11:05:36.095880+00:00,2025-12-23T13:29:36.095880+00:00,14.8,11.8,0,19.9,26.4,389,CRANE_OUTAGE,SHIFT_A (06:00-14:00),2.71
IMO9301018,MSC Handymax 1018,MSC,Handymax,3468,215.3,8.6,B-07,3,2025-09-25T19:46:23.675595+00:00,2025-09-26T00:13:23.675595+00:00,2025-09-27T01:31:23.675595+00:00,15.0,27.9,0,25.0,25.3,0,NONE,SHIFT_C (22:00-06:00),4.45
IMO9301019,PIL Feeder 1019,PIL,Feeder,1645,188.3,7.8,B-09,2,2025-03-26T22:41:42.608779+00:00,2025-03-26T23:01:30.608779+00:00,2025-03-27T16:37:30.608779+00:00,14.6,15.7,0,17.1,17.6,0,NONE,SHIFT_C (22:00-06:00),0.33
IMO9301020,SITC Post-Panamax 1020,SITC,Post-Panamax,8636,308.0,14.0,B-02,4,2026-03-30T00:45:01.563391+00:00,2026-03-30T01:14:25.563391+00:00,2026-04-01T02:38:25.563391+00:00,13.9,18.3,0,46.0,49.4,205,WEATHER,SHIFT_C (22:00-06:00),0.49
IMO9301021,MSC Panamax 1021,MSC,Panamax,3625,235.3,10.5,B-05,3,2025-09-23T00:18:09.316935+00:00,2025-09-23T01:28:21.316935+00:00,2025-09-24T15:34:21.316935+00:00,17.2,18.9,0,37.9,38.1,0,NONE,SHIFT_C (22:00-06:00),1.17
IMO9301022,CMA CGM Post-Panamax 1022,CMA CGM,Post-Panamax,8210,302.0,13.7,B-02,4,2025-07-25T21:38:40.845957+00:00,2025-07-25T23:43:28.845957+00:00,2025-07-27T17:07:28.845957+00:00,13.8,1.9,0,40.8,41.4,0,NONE,SHIFT_C (22:00-06:00),2.08
IMO9301023,ONE Feeder 1023,ONE,Feeder,2085,139.1,7.0,B-10,2,2025-06-27T02:00:54.893549+00:00,2025-06-27T03:21:18.893549+00:00,2025-06-27T23:09:18.893549+00:00,16.2,13.0,0,20.4,19.8,0,NONE,SHIFT_C (22:00-06:00),1.34
IMO9301024,X-Press Feeders Neo-Panamax 1024,X-Press Feeders,Neo-Panamax,10236,343.1,14.1,B-02,4,2025-07-11T01:25:43.582012+00:00,2025-07-11T01:25:43.582012+00:00,2025-07-13T04:07:43.582012+00:00,12.7,18.4,0,51.6,50.7,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9301025,ONE Post-Panamax 1025,ONE,Post-Panamax,8946,310.0,13.6,B-02,4,2024-12-19T05:40:31.960280+00:00,2024-12-19T07:34:31.960280+00:00,2024-12-21T04:52:31.960280+00:00,12.9,4.9,0,42.4,45.3,174,YARD_CONGESTION,SHIFT_A (06:00-14:00),1.9
IMO9301026,Maersk Feeder 1026,Maersk,Feeder,1170,148.6,7.5,B-09,2,2026-04-22T17:05:11.466704+00:00,2026-04-22T17:19:35.466704+00:00,2026-04-23T18:55:35.466704+00:00,13.3,29.4,1,19.8,25.6,349,TIDAL_WINDOW_MISSED,SHIFT_B (14:00-22:00),0.24
IMO9301027,OOCL Neo-Panamax 1027,OOCL,Neo-Panamax,12035,354.6,14.1,B-01,4,2025-07-01T16:54:08.488224+00:00,2025-07-01T19:39:44.488224+00:00,2025-07-04T10:51:44.488224+00:00,12.2,17.7,0,59.9,63.2,200,YARD_CONGESTION,SHIFT_B (14:00-22:00),2.76
IMO9301028,Evergreen Panamax 1028,Evergreen,Panamax,3781,226.8,10.7,B-07,3,2025-04-02T10:10:47.330141+00:00,2025-04-02T10:10:47.330141+00:00,2025-04-03T22:16:47.330141+00:00,14.0,12.7,0,37.0,36.1,0,NONE,SHIFT_A (06:00-14:00),0.0
IMO9301029,Hapag-Lloyd Feeder 1029,Hapag-Lloyd,Feeder,2439,145.8,9.3,B-08,2,2026-06-23T14:36:44.907534+00:00,2026-06-23T14:36:44.907534+00:00,2026-06-24T12:06:44.907534+00:00,11.1,22.1,0,22.3,21.5,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9301030,SITC Post-Panamax 1030,SITC,Post-Panamax,8737,343.5,13.7,B-03,4,2026-09-01T22:50:13.293012+00:00,2026-09-01T22:50:13.293012+00:00,2026-09-03T23:44:13.293012+00:00,17.0,16.5,0,49.2,48.9,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9301031,MSC Handymax 1031,MSC,Handymax,2844,199.9,10.6,B-07,3,2024-10-18T04:13:29.317147+00:00,2024-10-18T06:11:05.317147+00:00,2024-10-19T06:23:05.317147+00:00,14.2,5.2,0,24.3,24.2,0,NONE,SHIFT_A (06:00-14:00),1.96
